left_index,right_index,left_id,right_id,cosine_similarity,same_action_type,source_overlap,name_jaccard,mutual_top_k,adaptive_floor,high_match,evidence_match,lexical_match,action_match,connect,reason
1,22,T2-000002,T2-000023,0.935282,False,False,0.2,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
1,24,T2-000002,T2-000025,0.933237,False,False,0.2,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
1,26,T2-000002,T2-000027,0.939844,False,False,0.25,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
1,30,T2-000002,T2-000031,0.923117,False,False,0.222222,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
2,3,T2-000003,T2-000004,0.904561,True,True,0.181818,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
2,5,T2-000003,T2-000006,0.936369,True,True,0.4,True,0.91,True,True,True,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'LEXICAL_NAME_OVERLAP', 'ACTION_AND_NAME_EVIDENCE']"
2,7,T2-000003,T2-000008,0.922956,True,False,0.25,False,0.91,True,False,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'ACTION_AND_NAME_EVIDENCE']"
2,8,T2-000003,T2-000009,0.887189,True,False,0.166667,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
2,9,T2-000003,T2-000010,0.889005,True,False,0.166667,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
2,19,T2-000003,T2-000020,0.925307,False,False,0.166667,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
2,26,T2-000003,T2-000027,0.922782,False,False,0.333333,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
2,27,T2-000003,T2-000028,0.923314,True,False,0.444444,False,0.91,True,False,True,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'LEXICAL_NAME_OVERLAP', 'ACTION_AND_NAME_EVIDENCE']"
2,29,T2-000003,T2-000030,0.914956,True,False,0.166667,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
2,32,T2-000003,T2-000033,0.94974,True,False,0.4,True,0.91,True,True,True,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'LEXICAL_NAME_OVERLAP', 'ACTION_AND_NAME_EVIDENCE']"
2,33,T2-000003,T2-000034,0.920488,True,False,0.181818,False,0.91,True,False,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'ACTION_AND_NAME_EVIDENCE']"
2,34,T2-000003,T2-000035,0.904552,True,False,0.166667,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
3,4,T2-000004,T2-000005,0.944837,False,True,0.2,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
3,5,T2-000004,T2-000006,0.906153,True,True,0.222222,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
3,6,T2-000004,T2-000007,0.921048,False,True,0.25,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
3,7,T2-000004,T2-000008,0.920278,True,False,0.2,False,0.91,True,False,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'ACTION_AND_NAME_EVIDENCE']"
3,10,T2-000004,T2-000011,0.936022,False,False,0.222222,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
3,18,T2-000004,T2-000019,0.945104,False,False,0.2,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
3,19,T2-000004,T2-000020,0.929987,False,False,0.222222,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
3,26,T2-000004,T2-000027,0.920986,False,False,0.285714,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
3,27,T2-000004,T2-000028,0.915805,True,False,0.25,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
3,28,T2-000004,T2-000029,0.915671,True,False,0.142857,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
3,29,T2-000004,T2-000030,0.913648,True,False,0.222222,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
3,30,T2-000004,T2-000031,0.924016,False,False,0.25,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
3,32,T2-000004,T2-000033,0.908426,True,False,0.222222,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
3,33,T2-000004,T2-000034,0.907755,True,False,0.25,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
3,34,T2-000004,T2-000035,0.921696,True,False,0.222222,False,0.91,True,False,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'ACTION_AND_NAME_EVIDENCE']"
3,44,T2-000004,T2-000045,0.879154,True,False,0.125,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
4,6,T2-000005,T2-000007,0.928101,False,True,0.2,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
4,7,T2-000005,T2-000008,0.92496,False,False,0.272727,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
4,10,T2-000005,T2-000011,0.953859,False,False,0.3,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
4,14,T2-000005,T2-000015,0.925883,False,False,0.181818,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
4,17,T2-000005,T2-000018,0.902677,True,False,0.2,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
4,18,T2-000005,T2-000019,0.97008,True,False,0.555556,True,0.91,True,True,True,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'LEXICAL_NAME_OVERLAP', 'ACTION_AND_NAME_EVIDENCE']"
4,21,T2-000005,T2-000022,0.928597,False,False,0.181818,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
4,27,T2-000005,T2-000028,0.922989,False,False,0.2,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
4,28,T2-000005,T2-000029,0.948756,False,False,0.428571,True,0.91,True,True,True,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'LEXICAL_NAME_OVERLAP']"
4,29,T2-000005,T2-000030,0.920192,False,False,0.181818,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
4,30,T2-000005,T2-000031,0.941463,False,False,0.2,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
4,31,T2-000005,T2-000032,0.924281,False,False,0.181818,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
4,34,T2-000005,T2-000035,0.931541,False,False,0.181818,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
4,47,T2-000005,T2-000048,0.883498,True,False,0.153846,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
5,7,T2-000006,T2-000008,0.933544,True,False,0.3,True,0.91,True,True,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'ACTION_AND_NAME_EVIDENCE']"
5,8,T2-000006,T2-000009,0.900477,True,False,0.2,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
5,9,T2-000006,T2-000010,0.89412,True,False,0.2,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
5,26,T2-000006,T2-000027,0.927531,False,False,0.428571,False,0.91,True,False,True,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'LEXICAL_NAME_OVERLAP']"
5,27,T2-000006,T2-000028,0.956087,True,False,0.571429,True,0.91,True,True,True,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'LEXICAL_NAME_OVERLAP', 'ACTION_AND_NAME_EVIDENCE']"
5,28,T2-000006,T2-000029,0.925158,True,False,0.125,False,0.91,True,False,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'ACTION_AND_NAME_EVIDENCE']"
5,29,T2-000006,T2-000030,0.949358,True,False,0.333333,True,0.91,True,True,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'ACTION_AND_NAME_EVIDENCE']"
5,30,T2-000006,T2-000031,0.929249,False,False,0.222222,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
5,32,T2-000006,T2-000033,0.952257,True,False,0.5,True,0.91,True,True,True,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'LEXICAL_NAME_OVERLAP', 'ACTION_AND_NAME_EVIDENCE']"
5,33,T2-000006,T2-000034,0.912514,True,False,0.222222,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
5,34,T2-000006,T2-000035,0.926289,True,False,0.2,False,0.91,True,False,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'ACTION_AND_NAME_EVIDENCE']"
5,38,T2-000006,T2-000039,0.905682,True,False,0.153846,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
5,84,T2-000006,T2-000085,0.884531,True,False,0.153846,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
6,10,T2-000007,T2-000011,0.966799,True,False,0.571429,True,0.91,True,True,True,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'LEXICAL_NAME_OVERLAP', 'ACTION_AND_NAME_EVIDENCE']"
6,14,T2-000007,T2-000015,0.939971,True,False,0.222222,True,0.91,True,True,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'ACTION_AND_NAME_EVIDENCE']"
6,18,T2-000007,T2-000019,0.924472,False,False,0.2,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
6,19,T2-000007,T2-000020,0.930261,False,False,0.222222,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
6,26,T2-000007,T2-000027,0.923876,False,False,0.285714,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
6,28,T2-000007,T2-000029,0.920193,False,False,0.142857,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
6,29,T2-000007,T2-000030,0.928749,False,False,0.222222,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
6,30,T2-000007,T2-000031,0.971849,True,False,0.666667,True,0.91,True,True,True,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'LEXICAL_NAME_OVERLAP', 'ACTION_AND_NAME_EVIDENCE']"
6,31,T2-000007,T2-000032,0.93119,False,False,0.222222,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
6,34,T2-000007,T2-000035,0.920134,False,False,0.222222,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
7,8,T2-000008,T2-000009,0.884021,True,True,0.181818,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
7,10,T2-000008,T2-000011,0.921876,False,True,0.181818,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
7,19,T2-000008,T2-000020,0.928154,False,False,0.181818,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
7,24,T2-000008,T2-000025,0.931473,False,False,0.3,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
7,27,T2-000008,T2-000028,0.935521,True,False,0.333333,True,0.91,True,True,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'ACTION_AND_NAME_EVIDENCE']"
7,28,T2-000008,T2-000029,0.932487,True,False,0.25,True,0.91,True,True,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'ACTION_AND_NAME_EVIDENCE']"
7,29,T2-000008,T2-000030,0.928418,True,False,0.181818,False,0.91,True,False,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'ACTION_AND_NAME_EVIDENCE']"
7,30,T2-000008,T2-000031,0.924437,False,False,0.2,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
7,31,T2-000008,T2-000032,0.925946,False,False,0.181818,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
7,32,T2-000008,T2-000033,0.92294,True,False,0.3,False,0.91,True,False,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'ACTION_AND_NAME_EVIDENCE']"
7,33,T2-000008,T2-000034,0.915445,True,False,0.2,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
7,34,T2-000008,T2-000035,0.945254,True,False,0.3,True,0.91,True,True,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'ACTION_AND_NAME_EVIDENCE']"
7,38,T2-000008,T2-000039,0.898379,True,False,0.142857,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
7,84,T2-000008,T2-000085,0.86528,True,False,0.142857,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
8,9,T2-000009,T2-000010,0.922256,True,True,0.2,True,0.91,True,True,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'ACTION_AND_NAME_EVIDENCE']"
8,27,T2-000009,T2-000028,0.906375,True,False,0.222222,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
8,28,T2-000009,T2-000029,0.895916,True,False,0.285714,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
8,32,T2-000009,T2-000033,0.886558,True,False,0.2,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
9,27,T2-000010,T2-000028,0.895814,True,False,0.222222,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
9,28,T2-000010,T2-000029,0.891711,True,False,0.125,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
9,32,T2-000010,T2-000033,0.887927,True,False,0.2,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
9,35,T2-000010,T2-000036,0.911731,False,False,0.181818,True,0.91,False,True,False,False,True,['MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']
9,83,T2-000010,T2-000084,0.91177,False,False,0.333333,True,0.91,False,True,False,False,True,['MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']
9,87,T2-000010,T2-000088,0.898603,True,False,0.181818,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
10,14,T2-000011,T2-000015,0.970169,True,True,0.5,True,0.91,True,True,True,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'LEXICAL_NAME_OVERLAP', 'ACTION_AND_NAME_EVIDENCE']"
10,18,T2-000011,T2-000019,0.943738,False,False,0.3,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
10,19,T2-000011,T2-000020,0.92327,False,False,0.2,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
10,26,T2-000011,T2-000027,0.924363,False,False,0.25,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
10,27,T2-000011,T2-000028,0.925854,False,False,0.222222,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
10,28,T2-000011,T2-000029,0.921646,False,False,0.125,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
10,29,T2-000011,T2-000030,0.932244,False,False,0.2,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
10,30,T2-000011,T2-000031,0.971767,True,False,0.571429,True,0.91,True,True,True,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'LEXICAL_NAME_OVERLAP', 'ACTION_AND_NAME_EVIDENCE']"
10,31,T2-000011,T2-000032,0.936787,False,False,0.2,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
10,34,T2-000011,T2-000035,0.933177,False,False,0.2,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
10,50,T2-000011,T2-000051,0.92239,True,False,0.0,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
11,14,T2-000012,T2-000015,0.880297,True,True,0.125,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
12,15,T2-000013,T2-000016,0.920972,True,True,0.111111,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
13,15,T2-000014,T2-000016,0.96436,True,True,0.571429,True,0.91,True,True,True,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'LEXICAL_NAME_OVERLAP', 'ACTION_AND_NAME_EVIDENCE']"
14,18,T2-000015,T2-000019,0.927889,False,False,0.181818,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
14,30,T2-000015,T2-000031,0.939206,True,False,0.222222,True,0.91,True,True,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'ACTION_AND_NAME_EVIDENCE']"
15,17,T2-000016,T2-000018,0.923517,False,False,0.25,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
15,30,T2-000016,T2-000031,0.922559,True,False,0.111111,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
15,40,T2-000016,T2-000041,0.919347,False,False,0.166667,True,0.91,False,True,False,False,True,['MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']
15,49,T2-000016,T2-000050,0.904559,True,False,0.125,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
15,107,T2-000016,T2-000108,0.914712,True,False,0.125,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
16,67,T2-000017,T2-000068,0.917692,True,False,0.0,True,0.91,False,True,False,False,True,['MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']
17,18,T2-000018,T2-000019,0.901038,True,True,0.2,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
17,30,T2-000018,T2-000031,0.921805,False,False,0.111111,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
17,40,T2-000018,T2-000041,0.930861,True,False,0.076923,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
17,53,T2-000018,T2-000054,0.918846,True,False,0.222222,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
17,77,T2-000018,T2-000078,0.925988,True,False,0.222222,True,0.91,True,True,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'ACTION_AND_NAME_EVIDENCE']"
17,79,T2-000018,T2-000080,0.927161,True,False,0.333333,True,0.91,True,True,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'ACTION_AND_NAME_EVIDENCE']"
17,102,T2-000018,T2-000103,0.875372,True,False,0.125,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
17,120,T2-000018,T2-000121,0.912312,True,False,0.222222,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
18,30,T2-000019,T2-000031,0.933317,False,False,0.2,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
18,47,T2-000019,T2-000048,0.891683,True,False,0.153846,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
18,85,T2-000019,T2-000086,0.883156,True,False,0.181818,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
18,120,T2-000019,T2-000121,0.901514,True,False,0.181818,False,0.91,False,False,False,True,True,['ACTION_AND_NAME_EVIDENCE']
19,20,T2-000020,T2-000021,0.937453,True,True,0.2,True,0.91,True,True,False,True,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE', 'ACTION_AND_NAME_EVIDENCE']"
19,21,T2-000020,T2-000022,0.92168,False,True,0.2,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
19,22,T2-000020,T2-000023,0.946902,False,True,0.333333,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
19,24,T2-000020,T2-000025,0.934959,False,True,0.2,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
19,25,T2-000020,T2-000026,0.924224,False,True,0.1,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
19,26,T2-000020,T2-000027,0.939143,False,True,0.25,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
19,28,T2-000020,T2-000029,0.920981,False,False,0.125,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
19,29,T2-000020,T2-000030,0.927105,False,False,0.333333,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
19,30,T2-000020,T2-000031,0.931523,False,False,0.222222,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
19,31,T2-000020,T2-000032,0.924105,False,False,0.2,False,0.91,True,False,False,False,True,['MUTUAL_TOPK_HIGH_COSINE']
20,21,T2-000021,T2-000022,0.952281,False,True,0.2,True,0.91,True,True,False,False,True,"['MUTUAL_TOPK_HIGH_COSINE', 'MUTUAL_TOPK_ADAPTIVE_WITH_EVIDENCE']"
